,id,country,urb/rur,age,sex,education,years_edu,work?,occupation,mar_status,spouse_job,housing,car,computer,income,household_income,participate,why_par,why_not_par
10116,10116,Palestine,,35.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Craftsperson,Owned,No,Yes,0.0,1000.0,"No, I did not",,I was afraid to participate in these demonstrations
10117,10117,Palestine,,20.0,Male,Mid-level diploma (professional or technical,14.0,No,A student,Bachelor,,Owned,Yes,Yes,0.0,3000.0,"No, I did not",,I did not agree on the political changes
10118,10118,Palestine,,40.0,Female,Secondary,12.0,No,A housewife,Married,Retired,Owned,No,Yes,0.0,2000.0,"Yes, I did",Because everyone was participating in these demonstrations,
10119,10119,Palestine,,44.0,Male,Prepartory/Basic,8.0,Yes,,Married,Housewife,Owned,No,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10120,10120,Palestine,,24.0,Female,Secondary,12.0,No,A housewife,Bachelor,,Owned,No,Yes,0.0,2500.0,"No, I did not",,I was afraid to participate in these demonstrations
10121,10121,Palestine,,31.0,Male,BA,16.0,Yes,Agricultural worker/Owner of a farm,Married,Housewife,Owned,No,Yes,700.0,3500.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10122,10122,Palestine,,31.0,Female,BA,16.0,Yes,A governmental employee,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Rented,Yes,Yes,2500.0,5300.0,"No, I did not",,I did not care to participate / It was not important
10123,10123,Palestine,,22.0,Male,Secondary,12.0,No,Unemployed,Bachelor,,Owned,No,No,0.0,2000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10124,10124,Palestine,,49.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Manual laborer,Owned,No,No,0.0,2000.0,"No, I did not",,Other
10125,10125,Palestine,,37.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,No,1600.0,1600.0,"No, I did not",,I did not care to participate / It was not important
10126,10126,Palestine,,25.0,Female,BA,16.0,No,A housewife,Married,Member of the armed forces/public security,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10127,10127,Palestine,,30.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10128,10128,Palestine,,21.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,0.0,2500.0,"No, I did not",,I did not care to participate / It was not important
10129,10129,Palestine,,29.0,Male,Prepartory/Basic,8.0,No,Unemployed,Bachelor,,Owned,No,Yes,0.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10130,10130,Palestine,,32.0,Male,Secondary,12.0,Yes,A governmental employee,Married,Housewife,Owned,No,No,1500.0,1500.0,"No, I did not",,Don't know
10131,10131,Palestine,,29.0,Female,BA,16.0,Yes,A governmental employee,Married,Employer/director of an institution with 10 employees or more,Owned,Yes,Yes,2000.0,4000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10132,10132,Palestine,,22.0,Male,Mid-level diploma (professional or technical,14.0,No,A student,Bachelor,,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not know how to participate in these demonstrations
10133,10133,Palestine,,26.0,Female,BA,16.0,Yes,A governmental employee,Married,Does not work,Owned,No,Yes,1600.0,1600.0,"No, I did not",,I did not know how to participate in these demonstrations
10134,10134,Palestine,,32.0,Male,Mid-level diploma (professional or technical,14.0,Yes,A governmental employee,Married,Housewife,Owned,No,Yes,1700.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10135,10135,Palestine,,37.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,Yes,Yes,0.0,4000.0,"No, I did not",,I did not know how to participate in these demonstrations
10136,10136,Palestine,,39.0,Male,BA,16.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,Yes,3000.0,3000.0,"No, I did not",,I did not know how to participate in these demonstrations
10137,10137,Palestine,,30.0,Female,Secondary,12.0,No,A housewife,Married,Owner of a shop/grocery store,Owned,No,No,0.0,1000.0,"No, I did not",,I did not know how to participate in these demonstrations
10138,10138,Palestine,,30.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,No,Yes,2200.0,2200.0,"No, I did not",,Don't know
10139,10139,Palestine,,25.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,Private sector employee,Owned,No,Yes,0.0,1400.0,"No, I did not",,I did not care to participate / It was not important
10140,10140,Palestine,,22.0,Female,BA,16.0,No,Unemployed,Bachelor,,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10141,10141,Palestine,,60.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,Yes,1000.0,2500.0,"No, I did not",,I did not know how to participate in these demonstrations
10142,10142,Palestine,,58.0,Female,Elementary,5.0,No,A housewife,Married,Retired,Owned,No,Yes,2000.0,4200.0,"No, I did not",,I did not know how to participate in these demonstrations
10143,10143,Palestine,,28.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Working at the armed forces or the police,Married,Housewife,Rented,No,Yes,1800.0,1800.0,"No, I did not",,I did not care to participate / It was not important
10144,10144,Palestine,,20.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,Yes,Yes,0.0,3500.0,"No, I did not",,I did not care to participate / It was not important
10145,10145,Palestine,,43.0,Male,Prepartory/Basic,8.0,Yes,Manual laborer,Married,Housewife,Owned,No,Yes,7000.0,7000.0,"No, I did not",,I did not know how to participate in these demonstrations
10146,10146,Palestine,,22.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,0.0,4000.0,"No, I did not",,I did not know how to participate in these demonstrations
10147,10147,Palestine,,65.0,Male,Prepartory/Basic,8.0,No,Retired,Divorced,,Owned,No,Yes,200.0,3500.0,"No, I did not",,I did not know how to participate in these demonstrations
10148,10148,Palestine,,53.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Government employee,Owned,No,Yes,0.0,3000.0,"No, I did not",,I did not know how to participate in these demonstrations
10149,10149,Palestine,,37.0,Male,BA,16.0,Yes,Working at the armed forces or the police,Married,Government employee,Owned,Yes,Yes,2500.0,4500.0,"No, I did not",,I did not care to participate / It was not important
10150,10150,Palestine,,29.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,Yes,1700.0,2700.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10151,10151,Palestine,,32.0,Female,BA,16.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,No,Yes,0.0,2800.0,"No, I did not",,Don't know
10152,10152,Palestine,,48.0,Male,BA,16.0,No,Unemployed,Married,Housewife,Owned,No,No,200.0,1300.0,"No, I did not",,I did not care to participate / It was not important
10153,10153,Palestine,,36.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,"Professional such as lawyer, accountant, teacher, doctor, etc.",Owned,No,Yes,0.0,2200.0,"No, I did not",,Don't know
10154,10154,Palestine,,27.0,Male,Secondary,12.0,Yes,A governmental employee,Married,Private sector employee,Owned with mortgage payments to a bank,No,Yes,2500.0,3400.0,"No, I did not",,I did not agree on the political changes
10155,10155,Palestine,,26.0,Female,BA,16.0,No,A housewife,Married,Government employee,Owned,No,Yes,0.0,900.0,"No, I did not",,I did not agree on the political changes
10156,10156,Palestine,,19.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,0.0,4200.0,"No, I did not",,I did not care to participate / It was not important
10157,10157,Palestine,,31.0,Female,BA,16.0,Yes,Private sector employee,Married,Member of the armed forces/public security,Owned,Yes,Yes,700.0,2300.0,"No, I did not",,I did not know how to participate in these demonstrations
10158,10158,Palestine,,47.0,Male,BA,16.0,No,Unemployed,Married,Housewife,Owned,No,No,0.0,800.0,Refuse,,
10159,10159,Palestine,,26.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Member of the armed forces/public security,Owned,Yes,Yes,0.0,1800.0,"No, I did not",,Don't know
10160,10160,Palestine,,24.0,Male,Secondary,12.0,No,Unemployed,Bachelor,,Owned,No,Yes,0.0,2200.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10161,10161,Palestine,,41.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Does not work,Owned,No,No,0.0,800.0,"No, I did not",,I did not care to participate / It was not important
10162,10162,Palestine,,43.0,Male,Secondary,12.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,No,800.0,800.0,"No, I did not",,Other
10163,10163,Palestine,,26.0,Female,BA,16.0,Yes,A governmental employee,Divorced,,Rented,No,Yes,1700.0,1700.0,"No, I did not",,I did not care to participate / It was not important
10164,10164,Palestine,,64.0,Male,BA,16.0,No,Retired,Divorced,,Owned,Yes,Yes,1200.0,1200.0,"No, I did not",,I did not care to participate / It was not important
10165,10165,Palestine,,38.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Agricultural worker/Owner of a farm,Rented,No,Yes,0.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10166,10166,Palestine,,33.0,Male,BA,16.0,Yes,,Married,Housewife,Rented,Yes,Yes,2600.0,3000.0,"No, I did not",,I was afraid to participate in these demonstrations
10167,10167,Palestine,,23.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Member of the armed forces/public security,Owned,No,No,0.0,1800.0,"No, I did not",,I did not care to participate / It was not important
10168,10168,Palestine,,28.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Rented,No,Yes,2800.0,2800.0,"No, I did not",,I did not agree on the political changes
10169,10169,Palestine,,29.0,Female,Prepartory/Basic,8.0,No,Unemployed,Bachelor,,Owned,No,No,0.0,1200.0,"No, I did not",,I did not care to participate / It was not important
10170,10170,Palestine,,56.0,Male,Prepartory/Basic,8.0,No,Other,Married,Housewife,Owned,No,No,300.0,300.0,"No, I did not",,I did not know how to participate in these demonstrations
10171,10171,Palestine,,24.0,Female,BA,16.0,No,A housewife,Married,Owner of a shop/grocery store,Other,No,Yes,0.0,900.0,"No, I did not",,I did not know who to support in these demonstrations
10172,10172,Palestine,,43.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,Yes,3800.0,3800.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10173,10173,Palestine,,39.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Does not work,Owned,No,No,0.0,500.0,"No, I did not",,I did not agree on the political changes
10174,10174,Palestine,,40.0,Male,Prepartory/Basic,8.0,No,Unemployed,Married,Housewife,Owned,No,Yes,0.0,900.0,"No, I did not",,I did not agree on the political changes
10175,10175,Palestine,,46.0,Female,Elementary,5.0,No,A housewife,Married,Does not work,Owned,No,Yes,0.0,1500.0,"Yes, I did",Don't know,
10176,10176,Palestine,,28.0,Male,Secondary,12.0,Yes,Manual laborer,Married,Housewife,Other,No,Yes,900.0,3700.0,"No, I did not",,I did not agree on the political changes
10177,10177,Palestine,,37.0,Female,Secondary,12.0,No,A housewife,Married,Government employee,Owned with mortgage payments to a bank,No,Yes,0.0,2700.0,"No, I did not",,I did not care to participate / It was not important
10178,10178,Palestine,,26.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Married,Student,Rented,No,Yes,2700.0,2700.0,"No, I did not",,I did not agree on the political changes
10179,10179,Palestine,,21.0,Female,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,0.0,2500.0,"No, I did not",,I did not know who to support in these demonstrations
10180,10180,Palestine,,35.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Private sector employee,Married,Private sector employee,Owned,No,Yes,1600.0,1600.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10181,10181,Palestine,,28.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,Craftsperson,Owned,No,No,0.0,1300.0,"No, I did not",,I was afraid to participate in these demonstrations
10182,10182,Palestine,,23.0,Male,Mid-level diploma (professional or technical,14.0,No,A student,Bachelor,,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10183,10183,Palestine,,35.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Employer/director of an institution with 10 employees or more,Owned,No,No,0.0,6000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10184,10184,Palestine,,40.0,Male,BA,16.0,Yes,Private sector employee,Married,Private sector employee,Owned,No,Yes,2000.0,3000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10185,10185,Palestine,,60.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Manual laborer,Owned,No,No,0.0,1500.0,"Yes, I did",Because everyone was participating in these demonstrations,
10186,10186,Palestine,,49.0,Male,Secondary,12.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,Yes,No,1000.0,1000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10187,10187,Palestine,,33.0,Female,Secondary,12.0,No,A housewife,Married,Government employee,Owned,No,No,0.0,1800.0,"No, I did not",,Don't know
10188,10188,Palestine,,27.0,Male,Prepartory/Basic,8.0,Yes,Manual laborer,Married,Housewife,Rented,Yes,No,1500.0,1500.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10189,10189,Palestine,,22.0,Female,Prepartory/Basic,8.0,Yes,Agricultural worker/Owner of a farm,Married,Does not work,Rented,No,No,1500.0,1500.0,"No, I did not",,Refuse
10190,10190,Palestine,,26.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Married,Housewife,Rented,No,Yes,1800.0,1800.0,"No, I did not",,I did not know who to support in these demonstrations
10191,10191,Palestine,,32.0,Female,BA,16.0,Yes,Private sector employee,Married,Employer/director of an institution with 10 employees or more,Owned,Yes,Yes,0.0,7000.0,"No, I did not",,I did not care to participate / It was not important
10192,10192,Palestine,,37.0,Male,Prepartory/Basic,8.0,No,Unemployed,Married,Housewife,Owned,No,No,600.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10193,10193,Palestine,,24.0,Female,Mid-level diploma (professional or technical,14.0,No,A student,Bachelor,,Owned,No,Yes,0.0,3500.0,"No, I did not",,I did not agree on the political changes
10194,10194,Palestine,,47.0,Male,Prepartory/Basic,8.0,Yes,Manual laborer,Married,Housewife,Owned,No,Yes,2200.0,3900.0,"No, I did not",,I did not agree on the political changes
10195,10195,Palestine,,26.0,Female,Mid-level diploma (professional or technical,14.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Bachelor,,Owned,Yes,Yes,800.0,1600.0,"No, I did not",,I did not care to participate / It was not important
10196,10196,Palestine,,31.0,Male,Prepartory/Basic,8.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,Yes,1600.0,2000.0,"No, I did not",,I was afraid to participate in these demonstrations
10197,10197,Palestine,,33.0,Female,Secondary,12.0,No,A housewife,Married,Agricultural worker/Owner of a farm,Owned,No,Yes,0.0,1300.0,"No, I did not",,I did not care to participate / It was not important
10198,10198,Palestine,,23.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,0.0,3000.0,"Yes, I did",Because everyone was participating in these demonstrations,
10199,10199,Palestine,,27.0,Female,Secondary,12.0,No,A housewife,Married,Government employee,Rented,No,Yes,0.0,1600.0,"No, I did not",,Don't know
10200,10200,Palestine,,44.0,Male,Secondary,12.0,Yes,"Professional such as lawyer, accountant, teacher, doctor, etc.",Married,Housewife,Owned,No,Yes,1200.0,1200.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10201,10201,Palestine,,31.0,Female,Secondary,12.0,No,Unemployed,Married,Member of the armed forces/public security,Owned,Yes,Yes,0.0,1900.0,"No, I did not",,I was afraid to participate in these demonstrations
10202,10202,Palestine,,28.0,Male,Mid-level diploma (professional or technical,14.0,Yes,Manual laborer,Bachelor,,Owned,No,Yes,900.0,1400.0,"No, I did not",,I did not agree on the political changes
10203,10203,Palestine,,26.0,Female,Mid-level diploma (professional or technical,14.0,No,Unemployed,Married,Private sector employee,Owned,Yes,Yes,0.0,2800.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10204,10204,Palestine,,19.0,Male,BA,16.0,No,Unemployed,Bachelor,,Owned,No,Yes,0.0,800.0,"No, I did not",,I did not know how to participate in these demonstrations
10205,10205,Palestine,,21.0,Female,Secondary,12.0,No,A housewife,Bachelor,,Owned,Yes,Yes,0.0,2900.0,"No, I did not",,I did not know who to support in these demonstrations
10206,10206,Palestine,,49.0,Female,Elementary,5.0,Yes,A governmental employee,Married,,Owned,No,Yes,2200.0,3000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10207,10207,Palestine,,28.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,Owner of a shop/grocery store,Rented,No,Yes,0.0,1100.0,"No, I did not",,I did not know how to participate in these demonstrations
10208,10208,Palestine,,31.0,Female,Secondary,12.0,No,Unemployed,Married,Owner of a shop/grocery store,Rented,No,Yes,0.0,1700.0,"No, I did not",,I did not know who to support in these demonstrations
10209,10209,Palestine,,40.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Member of the armed forces/public security,Owned,Yes,Yes,0.0,1700.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10210,10210,Palestine,,22.0,Female,Mid-level diploma (professional or technical,14.0,No,A student,Bachelor,,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10211,10211,Palestine,,30.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,No,Yes,3000.0,3000.0,"No, I did not",,I did not agree on the political changes
10212,10212,Palestine,,27.0,Female,BA,16.0,No,A housewife,Married,Government employee,Owned,No,Yes,0.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10213,10213,Palestine,,20.0,Male,Secondary,12.0,No,Unemployed,Bachelor,,Owned,No,Yes,0.0,900.0,"No, I did not",,I did not care to participate / It was not important
10214,10214,Palestine,,29.0,Female,BA,16.0,No,A housewife,Married,Member of the armed forces/public security,Owned,No,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10215,10215,Palestine,,33.0,Male,BA,16.0,Yes,Working at the armed forces or the police,Married,Private sector employee,Rented,No,Yes,2500.0,2500.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10216,10216,Palestine,,50.0,Female,Secondary,12.0,No,A housewife,Married,Employer/director of an institution with less than 10 employees,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10217,10217,Palestine,,41.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,Yes,Yes,4000.0,4000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10218,10218,Palestine,,23.0,Female,BA,16.0,No,A housewife,Married,Government employee,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10219,10219,Palestine,,44.0,Male,Mid-level diploma (professional or technical,14.0,No,Unemployed,Married,Housewife,Rented,No,No,0.0,500.0,"No, I did not",,I did not know who to support in these demonstrations
10220,10220,Palestine,,40.0,Male,BA,16.0,Yes,A governmental employee,Married,Government employee,Owned,Yes,Yes,2500.0,4500.0,"No, I did not",,I did not care to participate / It was not important
10221,10221,Palestine,,54.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Does not work,Owned,No,No,0.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10222,10222,Palestine,,37.0,Male,Secondary,12.0,Yes,Manual laborer,Married,Housewife,Owned,No,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10223,10223,Palestine,,49.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Manual laborer,Owned,No,Yes,3000.0,4500.0,"No, I did not",,I did not care to participate / It was not important
10224,10224,Palestine,,25.0,Male,BA,16.0,No,Unemployed,Bachelor,,Owned,No,Yes,2500.0,2500.0,"Yes, I did",Because everyone was participating in these demonstrations,
10225,10225,Palestine,,22.0,Female,Secondary,12.0,No,A housewife,Married,Manual laborer,Owned,No,Yes,3000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10226,10226,Palestine,,45.0,Male,Secondary,12.0,Yes,Employer/director of an institution with less than 10 employees,Married,Housewife,Owned,Yes,Yes,2500.0,2500.0,"No, I did not",,Don't know
10227,10227,Palestine,,45.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Manual laborer,Owned,No,Yes,1500.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10228,10228,Palestine,,57.0,Male,Prepartory/Basic,8.0,Yes,A governmental employee,Married,Government employee,Owned,No,Yes,2000.0,2000.0,"No, I did not",,I did not agree on the political changes
10229,10229,Palestine,,43.0,Female,Secondary,12.0,No,A housewife,Married,,Owned,No,Yes,2000.0,2000.0,"No, I did not",,I did not agree on the political changes
10230,10230,Palestine,,29.0,Female,Mid-level diploma (professional or technical,14.0,No,Unemployed,Bachelor,,Owned,No,Yes,0.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10231,10231,Palestine,,36.0,Male,Secondary,12.0,Yes,Manual laborer,Married,Housewife,Owned,No,No,1500.0,1500.0,"No, I did not",,I did not know how to participate in these demonstrations
10232,10232,Palestine,,39.0,Female,Mid-level diploma (professional or technical,14.0,No,Unemployed,Married,Manual laborer,Owned,No,Yes,0.0,2500.0,"No, I did not",,I did not care to participate / It was not important
10233,10233,Palestine,,42.0,Male,Secondary,12.0,Yes,,Married,Housewife,Owned,Yes,Yes,4000.0,4000.0,"No, I did not",,I did not care to participate / It was not important
10234,10234,Palestine,,44.0,Female,Prepartory/Basic,8.0,No,Unemployed,Married,Does not work,Owned,No,Yes,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10235,10235,Palestine,,70.0,Male,Elementary,5.0,No,Other,Divorced,,Owned,No,No,1200.0,1200.0,"No, I did not",,Other
10236,10236,Palestine,,54.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Retired,Owned,Yes,Yes,500.0,3000.0,"No, I did not",,I was afraid to participate in these demonstrations
10237,10237,Palestine,,19.0,Male,Secondary,12.0,Yes,Craftsperson,Bachelor,,Owned,Yes,No,1500.0,5000.0,"No, I did not",,I did not care to participate / It was not important
10238,10238,Palestine,,59.0,Female,BA,16.0,Yes,A governmental employee,Married,Retired,Owned,Yes,Yes,3500.0,5000.0,"No, I did not",,I did not care to participate / It was not important
10239,10239,Palestine,,33.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,No,Yes,3000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10240,10240,Palestine,,60.0,Female,Illiterate/No formal education,0.0,No,A housewife,Married,Does not work,Rented,No,No,1000.0,1000.0,Missing,Missing,Missing
10241,10241,Palestine,,60.0,Male,Mid-level diploma (professional or technical,14.0,No,Retired,Married,Housewife,Owned,No,Yes,3000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10242,10242,Palestine,,59.0,Female,BA,16.0,Yes,A governmental employee,Married,Retired,Rented,No,No,4000.0,6000.0,"No, I did not",,I did not care to participate / It was not important
10243,10243,Palestine,,41.0,Male,BA,16.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,Yes,Yes,3000.0,3000.0,"No, I did not",,I did not care to participate / It was not important
10244,10244,Palestine,,53.0,Female,Elementary,5.0,No,A housewife,Married,Does not work,Rented,No,No,1500.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10245,10245,Palestine,,51.0,Male,Secondary,12.0,Yes,Owner of a shop/grocery store,Divorced,,Owned,No,No,1000.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10246,10246,Palestine,,55.0,Female,Mid-level diploma (professional or technical,14.0,No,A housewife,Married,Private sector employee,Other,No,Yes,0.0,1800.0,"No, I did not",,I did not know who to support in these demonstrations
10247,10247,Palestine,,45.0,Male,Elementary,5.0,No,Retired,Married,Does not work,Rented,No,No,0.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10248,10248,Palestine,,43.0,Female,BA,16.0,Yes,A governmental employee,Married,Member of the armed forces/public security,Other,No,Yes,2500.0,5000.0,"Yes, I did",I am convinced in the objectives of these demonstrations,
10249,10249,Palestine,,35.0,Male,BA,16.0,Yes,A governmental employee,Married,Housewife,Owned,Yes,No,2500.0,3500.0,"No, I did not",,I did not care to participate / It was not important
10250,10250,Palestine,,20.0,Male,Secondary,12.0,No,A student,Bachelor,,Owned,No,Yes,200.0,2800.0,"No, I did not",,I did not care to participate / It was not important
10251,10251,Palestine,,30.0,Female,BA,16.0,No,Unemployed,,,,,,,,"No, I did not",,I did not care to participate / It was not important
10252,10252,Palestine,,29.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,No,2000.0,2000.0,"No, I did not",,I did not care to participate / It was not important
10253,10253,Palestine,,38.0,Female,Elementary,5.0,No,A housewife,Married,Member of the armed forces/public security,Owned,No,Yes,0.0,1900.0,"No, I did not",,I did not care to participate / It was not important
10254,10254,Palestine,,29.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Married,Housewife,Owned,No,Yes,,,"No, I did not",,I did not care to participate / It was not important
10255,10255,Palestine,,41.0,Female,BA,16.0,Yes,A governmental employee,Married,Government employee,Owned,No,Yes,3000.0,4500.0,"No, I did not",,I did not know how to participate in these demonstrations
10256,10256,Palestine,,45.0,Male,Secondary,12.0,No,Unemployed,Married,Housewife,Other,No,No,400.0,400.0,"No, I did not",,I was afraid to participate in these demonstrations
10257,10257,Palestine,,25.0,Female,BA,16.0,No,Unemployed,Married,Private sector employee,Owned,Yes,Yes,0.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10258,10258,Palestine,,72.0,Male,Secondary,12.0,No,Unemployed,Married,Housewife,Owned,No,Yes,0.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10259,10259,Palestine,,54.0,Female,Prepartory/Basic,8.0,No,A housewife,Divorced,,Owned,No,Yes,0.0,800.0,"No, I did not",,I did not care to participate / It was not important
10260,10260,Palestine,,34.0,Male,Prepartory/Basic,8.0,Yes,Craftsperson,Married,Housewife,Rented,No,Yes,2500.0,2500.0,"No, I did not",,I did not agree on the political changes
10261,10261,Palestine,,34.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Manual laborer,Rented,No,Yes,0.0,1500.0,"No, I did not",,I did not care to participate / It was not important
10262,10262,Palestine,,33.0,Male,Secondary,12.0,Yes,Working at the armed forces or the police,Bachelor,,Owned,No,Yes,4000.0,7000.0,"No, I did not",,Other
10263,10263,Palestine,,19.0,Female,Secondary,12.0,No,Unemployed,Married,Craftsperson,Owned,No,Yes,700.0,700.0,"No, I did not",,I did not care to participate / It was not important
10264,10264,Palestine,,60.0,Male,Elementary,5.0,No,Other,Married,Does not work,Rented,No,Yes,500.0,500.0,"No, I did not",,I did not agree on the political changes
10265,10265,Palestine,,56.0,Female,Prepartory/Basic,8.0,No,A housewife,Married,Does not work,Rented,Yes,Yes,300.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10266,10266,Palestine,,18.0,Male,Elementary,5.0,Yes,Manual laborer,Bachelor,,Rented,No,Yes,1000.0,1300.0,"No, I did not",,I did not care to participate / It was not important
10267,10267,Palestine,,20.0,Female,Secondary,12.0,No,A housewife,Bachelor,,Rented,No,Yes,0.0,1000.0,"No, I did not",,I did not care to participate / It was not important
10268,10268,Palestine,,42.0,Male,Secondary,12.0,Yes,,Married,Owner of a shop/grocery store,Owned,Yes,Yes,2000.0,5000.0,"No, I did not",,Other
10269,10269,Palestine,,26.0,Female,Secondary,12.0,No,A housewife,Married,Manual laborer,Rented,No,No,200.0,1000.0,"No, I did not",,
10270,10270,Palestine,,48.0,Male,Prepartory/Basic,8.0,Yes,Owner of a shop/grocery store,Married,Housewife,Owned,No,Yes,1500.0,2500.0,"No, I did not",,I did not care to participate / It was not important
